47.568008	51.126929	2714 B1 and 2
50.526621	50.526621	Ta-ta!
340.614718	343.305609	2715 A1 and 2
1225.049824	1228.608745	2716 B1
1407.770003	1407.770003	2717 A1, 2, and 3
1668.352414	1672.258546	2717 B1 and 2
1972.857111	1972.857111	2718 A1 and 2
2256.529103	2260.174826	2718 B1, 2 and 3
2541.329533	2543.58641	2720 A1 and 2
2725.959376	2727.738837	3135 A
2968.139566	2968.139566	3135 B1 and 2
3227.202177	3227.202177	3136 A
3497.853968	3497.853968	3136 B
